Name,ID,Country,Website,Groups,Aggregated subsidiaries,Region,Stage,Sector,Description,Description source,Description link,Description date,Publications: AI publications,Publications: Recent AI publication growth,Publications: AI publication percentage,Publications: AI publications in top conferences,Publications: Citations to AI research,Publications: CV publications,Publications: NLP publications,Publications: Robotics publications,Publications: Total publications,Patents: AI patents,Patents: AI patents: recent growth,Patents: AI patent percentage,Patents: Granted AI patents,Patents: Total patents,Patents: AI use cases: Agriculture,Patents: AI use cases: Banking and finance,Patents: AI use cases: Business,Patents: AI use cases: Computing in government,Patents: AI use cases: Document management and publishing,Patents: AI use cases: Education,Patents: AI use cases: Energy,Patents: AI use cases: Entertainment,Patents: AI use cases: Industry and manufacturing,Patents: AI use cases: Life sciences,Patents: AI use cases: Military,Patents: AI use cases: Nanotechnology,Patents: AI use cases: Networking,Patents: AI use cases: Personal devices and computing,Patents: AI use cases: Physical sciences and engineering,Patents: AI use cases: Security,Patents: AI use cases: Semiconductors,Patents: AI use cases: Telecommunications,Patents: AI use cases: Transportation,Patents: AI applications and techniques: Analytics and algorithms,Patents: AI applications and techniques: Computer vision,Patents: AI applications and techniques: Control,Patents: AI applications and techniques: Distributed AI,Patents: AI applications and techniques: Knowledge representation,Patents: AI applications and techniques: Language processing,Patents: AI applications and techniques: Measuring and testing,Patents: AI applications and techniques: Planning and scheduling,Patents: AI applications and techniques: Robotics,Patents: AI applications and techniques: Speech processing,Workforce: AI workers,Workforce: Tech Team 1 workers,City,State/province,PARAT link
Ventas,2526,United States,https://www.ventasreit.com/,S&P 500,,North America,Mature,Real Estate,Ventas is a real estate investment trust company.,crunchbase,https://www.crunchbase.com/organization/ventas,2024-05-16,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,Chicago,Illinois,https://parat.eto.tech/company/2526-ventas
Boston Properties,2234,United States,https://www.bxp.com/,S&P 500,,North America,Mature,Real Estate,"Boston Properties, Inc. is an integrated, self-administered and self-managed real estate investment trust (REIT).",crunchbase,https://www.crunchbase.com/organization/boston-properties,2024-05-16,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,Boston,Massachusetts,https://parat.eto.tech/company/2234-boston-properties
Capri Holdings,2243,United States,http://www.capriholdings.com/,,,North America,Mature,Retailers,Capri Holdings is a global lifestyle brand.,crunchbase,https://www.crunchbase.com/organization/michael-kors-holdings,2024-05-16,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,New York,New York,https://parat.eto.tech/company/2243-capri-holdings
Midjourney,6906,United States,https://midjourney.com,GenAI Contenders,,North America,Unknown,Unknown,"Midjourney is an independent research lab exploring new mediums of thought and expanding the imaginative powers of the human species. We are a small self-funded team focused on design, human infrastructure, and AI. We have 11 full-time staff and an incredible set of advisors.",company,https://www.midjourney.com/home,2024-05-20,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,South San Francisco,California,https://parat.eto.tech/company/6906-midjourney
Aeye,7,United States,http://www.aeye.ai,,,North America,Mature,Unknown,"AEye develops adaptive, high performance lidar systems for automotive, trucking, smart infrastructure and logistics applications.",crunchbase,https://www.crunchbase.com/organization/aeye-inc,2024-05-16,0,,0.0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,Dublin,California,https://parat.eto.tech/company/7-aeye
PPL,2461,United States,https://www.pplweb.com/,S&P 500,,North America,Mature,Utilities,"PPL Corporation delivers on its promises to customers, investors, employees and the communities we serve.",crunchbase,https://www.crunchbase.com/organization/ppl-corporation,2024-05-16,0,,0.0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,Allentown,Pennsylvania,https://parat.eto.tech/company/2461-ppl
Zymergen,290,United States,http://www.zymergen.com,,,North America,Mature,Pharmaceuticals & Medical Research,"Zymergen was an American biotechnology company based in Emeryville, California. The company applies genomics and machine learning to research and design chemical producing genetically modified organisms. It claimed that its manufacturing process was safer and cheaper than traditional manufacturing, but was unable to demonstrate this. Shortly after going public in 2021, it was reported that the company was facing difficulties in manufacturing and struggling to make revenue. In July 2022, Ginkgo Bioworks agreed to acquire Zymergen for $300 million.",wikipedia,https://en.wikipedia.org/wiki/Zymergen,2024-05-24,2,-100.0,11.1,0,36,1,0,1,18,3,-50.0,14.3,1,21,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,17,Emeryville,California,https://parat.eto.tech/company/290-zymergen
Everest Re,2312,Bermuda,https://www.everestre.com/,S&P 500,,North America,Mature,Insurance,Everest Re is a property and casualty reinsurance and insurance company.,crunchbase,https://www.crunchbase.com/organization/everest-reinsurance-company,2024-05-16,0,,0.0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,Bermuda,Bermuda,https://parat.eto.tech/company/2312-everest-re
Roper Technologies,2481,United States,http://www.ropertech.com/,S&P 500,,North America,Mature,Software & IT Services,"Roper Technologies is a diversified company that designs, manufactures, and distributes radio frequency (RF) products and services.",crunchbase,https://www.crunchbase.com/organization/roper-industries,2024-05-16,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,Sarasota,Florida,https://parat.eto.tech/company/2481-roper-technologies
Regency Centers Corporation,2474,United States,https://www.regencycenters.com/,S&P 500,,North America,Mature,Real Estate,"Regency is the preeminent national owner, operator and developer of high-quality, grocery anchored neighborhood.",crunchbase,https://www.crunchbase.com/organization/regency-centers,2024-05-16,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Jacksonville,Florida,https://parat.eto.tech/company/2474-regency-centers-corporation
Mininglamp,166,China,http://www.mininglamp.com/,,,Asia,Mature,Software & IT Services,"MiningLamp helps clients to build their own knowledge graphs and apply AI to their business, and finally transform data into insights.",crunchbase,https://www.crunchbase.com/organization/mininglamp,2024-05-16,42,105.55555555555556,57.5,7,794,15,9,0,73,301,2875.0,15.4,90,1950,0,16,50,2,0,1,1,0,6,4,0,0,5,200,0,6,0,7,4,5,28,0,0,17,0,2,20,0,13,4,15,Beijing,Beijing ,https://parat.eto.tech/company/166-mininglamp
xAI,6988,United States,https://x.ai/,GenAI Contenders,,North America,Unknown,Unknown,"X.AI Corp., doing business as xAI, is an American startup company working in the area of artificial intelligence (AI). Founded by Elon Musk in March 2023, its stated goal is ""to understand the true nature of the universe"". ",wikipedia,https://en.wikipedia.org/wiki/XAI_(company),2024-05-29,2,0.0,6.7,0,8,1,0,0,30,2,,100.0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,Burlingame,California,https://parat.eto.tech/company/6988-xai
Valero Energy,1821,United States,http://www.valero.com/,S&P 500,,North America,Mature,Energy - Fossil Fuels,"Valero Energy is a Fortune 500 international manufacturer and a marketer of transportation fuels, other petrochemical products and power.",crunchbase,https://www.crunchbase.com/organization/valero-energy,2024-05-16,1,,1.8,0,0,0,0,1,57,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,San Antonio,Texas,https://parat.eto.tech/company/1821-valero-energy
Agari Data,9,United States,https://www.agari.com/,,,North America,Mature,Software & IT Services,Agari is an email identity company protecting enterprises and people from phishing and socially-engineered attacks.,crunchbase,https://www.crunchbase.com/organization/agari-data,2024-05-16,2,-100.0,10.0,0,15,0,0,0,20,1,,6.7,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,Foster City,California,https://parat.eto.tech/company/9-agari-data
Alexandria Real Estate Equities,2199,United States,https://www.are.com/,S&P 500,,North America,Mature,Real Estate,Alexandria Real Estate Equities is a real estate investment company.,crunchbase,https://www.crunchbase.com/organization/alexandria-real-estate-equities,2024-05-16,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Pasadena,California,https://parat.eto.tech/company/2199-alexandria-real-estate-equities
Mistral,6921,France,https://mistral.ai/,GenAI Contenders,,Europe,Unknown,Unknown,"Mistral AI is a French company selling artificial intelligence (AI) products. It was founded in April 2023 by previous employees of Meta Platforms and Google DeepMind. The company raised €385 million in October 2023, and in December 2023, it was valued at more than $2 billion.",wikipedia,https://en.wikipedia.org/wiki/Mistral_AI,2024-05-20,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,paris,,https://parat.eto.tech/company/6921-mistral
Healthpeak Properties,2349,United States,https://www.healthpeak.com/,S&P 500,,North America,Mature,Real Estate,Healthpeak Properties is an investment trust for healthcare properties.,crunchbase,https://www.crunchbase.com/organization/healthpeak-properties-inc,2024-05-16,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,Denver,Colorado,https://parat.eto.tech/company/2349-healthpeak-properties
Host Hotels & Resorts,2358,United States,https://www.hosthotels.com/,S&P 500,,North America,Mature,Real Estate,"Host Hotels & Resorts, Inc. is an S&P 500 and Fortune 500 company and is the largest lodging real estate investment trust",crunchbase,https://www.crunchbase.com/organization/host-hotels---resorts,2024-05-16,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,Bethesda,Maryland,https://parat.eto.tech/company/2358-host-hotels-resorts
Air Products & Chemicals,2196,United States,http://www.airproducts.com/,S&P 500,,North America,Mature,Chemicals,"Air Products supplier of industrial gases and equipment, specialty and intermediate chemicals, and environmental and energy systems.",crunchbase,https://www.crunchbase.com/organization/air-products,2024-05-16,0,,0.0,0,6,0,0,0,199,7,-50.0,2.1,5,341,1,0,1,0,0,0,4,0,3,0,0,0,0,2,4,0,0,2,0,0,1,5,0,0,0,2,1,0,0,0,6,Allentown,Pennsylvania,https://parat.eto.tech/company/2196-air-products-chemicals
Berkshire Hathaway,1792,United States,https://www.berkshirehathaway.com/,S&P 500,,North America,Mature,Consumer Goods Conglomerates,Berkshire Hathaway is a conglomerate holding company.,crunchbase,https:// https://www.crunchbase.com/organization/berkshire-hathaway-corp,2024-05-16,0,,0.0,0,6,0,0,0,44,12,33.333333333333336,0.4,6,2811,0,0,3,1,0,1,1,0,3,1,0,0,0,5,2,1,0,2,4,1,6,4,0,0,0,1,2,0,0,1,5,Omaha,Nebraska,https://parat.eto.tech/company/1792-berkshire-hathaway
Yaskawa,797,Japan,https://www.yaskawa.co.jp/,,,Asia,Mature,Industrial Goods,The Yaskawa Electric Corporation is a Japanese manufacturer of servos.,crunchbase,https://www.crunchbase.com/organization/yaskawa-electric-corporation,2024-05-16,72,29.76190476190476,31.6,0,638,3,0,67,228,42,102.77777777777777,3.1,23,1376,0,0,0,0,0,0,4,0,19,0,0,0,0,4,1,0,0,0,1,0,7,26,0,1,0,2,0,2,0,0,5,Fukuoka,Kitakyushu,https://parat.eto.tech/company/797-yaskawa
Cooper Companies,2271,United States,https://www.coopercos.com/,S&P 500,,North America,Mature,Healthcare Services & Equipment,The Cooper Companies is a medical device company.,crunchbase,https://www.crunchbase.com/organization/the-cooper-companies-inc,2024-05-16,0,,0,0,0,0,0,0,0,3,-50.0,1.3,2,238,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,5,Pleasanton,California,https://parat.eto.tech/company/2271-cooper-companies
Fortune Brands Home & Security,2329,United States,https://www.fbhs.com/,,,North America,Mature,Cyclical Consumer Products,"Fortune Brands Home & Security, Inc. (NYSE: FBHS), headquartered in Deerfield, Ill., creates products and services that help fulfill the",crunchbase,https://www.crunchbase.com/organization/fortune-brands-home-security,2024-05-16,0,,0,0,0,0,0,0,0,0,,0.0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Deerfield,Illinois,https://parat.eto.tech/company/2329-fortune-brands-home-security
Paramount Global,2530,United States,https://www.paramount.com/,S&P 500,,North America,Mature,Cyclical Consumer Services,ViacomCBS is a global media and entertainment company that creates premium content and experiences for audiences worldwide.,crunchbase,https://www.crunchbase.com/organization/viacomcbs,2024-05-16,0,,0.0,0,0,0,0,0,24,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,New York,New York,https://parat.eto.tech/company/2530-paramount-global
Pinnacle West Capital,2457,United States,http://www.pinnaclewest.com/,S&P 500,,North America,Mature,Utilities,Pinnacle West Capital provides energy and energy-related products to people and businesses.,crunchbase,https://www.crunchbase.com/organization/pinnacle-west-capital-corporation,2024-05-16,0,,0.0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Phoenix,Arizona,https://parat.eto.tech/company/2457-pinnacle-west-capital
HollyFrontier,2355,United States,https://www.hollyfrontier.com/,,,North America,Unknown,Unknown,"The HollyFrontier Corporation is a Fortune 500 company based in Dallas, TX. HollyFrontier is a petroleum refiner and distributor of petroleum products, from gasoline to petroleum-based lubricants and waxes. Michael Jennings is CEO and president of HollyFrontier, replacing George Damaris on 1 January 2020. The company has primary refining operations in Kansas, New Mexico, Oklahoma, Utah, and Wyoming.",wikipedia,https://en.wikipedia.org/wiki/HollyFrontier,2021-03-18,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Dallas,Texas,https://parat.eto.tech/company/2355-hollyfrontier
Ehang,83,China,https://www.ehang.com/,,,Asia,Mature,Industrial Goods,Ehang is a technology enterprise focused on R&D and production in airplane and aircraft field.,crunchbase,https://www.crunchbase.com/organization/ehang,2024-05-16,0,,0.0,0,0,0,0,0,1,5,,1.2,0,402,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,Guangzhou,Guangdong,https://parat.eto.tech/company/83-ehang
01.AI,6935,China,https://01.ai/,GenAI Contenders,,Asia,Unknown,Unknown,"About 01.AI

Our vision: Make AGI Accessible and Beneficial to Everyone.

01.AI vision: AI will effectively enhance human productivity, hence creating significant economic and societal values,
realizing 01.AI's aspiration of ""Human + AI"" that technology empowers and amplifies our humankind.

We hope to be able to contribute to this new AI 2.0 ecosystem.",company,https://www.01.ai/,2024-05-20,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Beijing,,https://parat.eto.tech/company/6935-01-ai
Elliott Management,3158,United States,https://www.elliottmgmt.com/,,,North America,Unknown,Banking & Investment Services,Elliott Management Corporation is a privately owned hedge fund sponsor.,crunchbase,https://www.crunchbase.com/organization/elliott-management-corp,2024-05-16,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,West Palm Beach,Florida,https://parat.eto.tech/company/3158-elliott-management
Celepixel,53,China,http://www.celepixel.com/,,,Asia,Unknown,Unknown,"CelePixel Technology is an IC design company and solution provider for computer vision applications. The core competitiveness arises from a new kind of image sensor, namely CeleX, and widely known as bio-inspired dynamic vision sensors (DVS). The speed of the sensor is not limited by any traditional concept such as exposure time, frame rate, etc. It can detect fast motion which is traditionally captured by expensive, high speed cameras running at tens of thousands of frames per second and at the same time produces 1000x less of data. The sensor can effectively reduce algorithm complexity, save computation, reduce system cost and enable implementation of real-time processing. ",company,https://www.linkedin.com/company/celepixel-technology/,2023-11-13,5,-33.333333333333336,100.0,3,151,4,0,1,5,1,,4.5,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Shanghai,Shanghai,https://parat.eto.tech/company/53-celepixel
Williams Companies,2544,United States,https://www.williams.com/,S&P 500,,North America,Mature,Unknown,"Williams is an energy infrastructure company that provides transport, storage, and delivery solutions for clean energy economy.",crunchbase,https://www.crunchbase.com/organization/williams,2024-05-16,179,37.40769034886682,3.0,9,3459,31,18,17,6010,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tulsa,Oklahoma,https://parat.eto.tech/company/2544-williams-companies
Honda,795,Japan,http://world.honda.com/,,,Asia,Mature,Automobiles & Auto Parts,Honda Motor is a Japanese public multinational corporation primarily known as a manufacturer of automobiles and motorcycles.,crunchbase,https://www.crunchbase.com/organization/honda-automobiles,2024-05-16,870,11.654709575120359,31.2,33,20285,139,62,487,2787,683,1.5092591937890194,2.2,456,30365,35,27,67,0,0,5,90,2,28,13,0,0,3,151,8,9,0,62,437,20,137,437,5,18,0,111,52,0,31,0,0,Tokyo,Kantō,https://parat.eto.tech/company/795-honda
Dahua Technology,1388,China,http://www.dahuasecurity.com/,,,Asia,Mature,Technology Equipment,Dahua Technology is a world-leading video surveillance solution provider.,crunchbase,https://www.crunchbase.com/organization/dahua-technology,2024-05-16,81,24.545454545454543,38.2,5,581,64,0,6,212,835,198.015873015873,10.6,229,7882,3,1,8,1,0,0,3,0,19,6,0,0,0,407,3,10,0,35,34,7,272,14,0,4,0,17,4,0,13,0,0,Hangzhou,Zhejiang,https://parat.eto.tech/company/1388-dahua-technology
Megvii,161,China,https://www.megvii.com/,GenAI Contenders,,Asia,Mature,Unknown,"Megvii builds AI Engine, a core fundamental technology powering various AI application.",crunchbase,https://www.crunchbase.com/organization/megvii-technology,2024-05-16,209,14.468864468864469,92.5,102,32322,192,4,11,226,612,38.2456593567811,28.4,312,2152,0,2,5,0,0,0,0,0,1,1,0,0,0,270,0,3,0,22,24,0,195,2,0,0,0,10,1,0,0,0,0,Beijing,Beijing ,https://parat.eto.tech/company/161-megvii
Royal Dutch Shell,682,Netherlands,https://www.shell.com/,,,Europe,Mature,Energy - Fossil Fuels,Shell is a global group of energy and petrochemicals companies.,crunchbase,https://www.crunchbase.com/organization/royal-dutch-shell,2024-05-16,121,23.611111111111114,1.7,4,1910,27,3,10,7243,70,368.0555555555556,4.1,26,1708,1,0,6,0,0,0,1,0,0,5,0,0,0,24,15,0,0,2,0,9,12,3,0,2,0,29,2,0,4,0,0,The Hague,Zuid-Holland,https://parat.eto.tech/company/682-royal-dutch-shell
Deepblue Technology,67,China,https://www.deepblueai.com/,,,Asia,Growth,Software & IT Services,"DeepBlue Technology (Shanghai) Co. Ltd creates smart retail systems using computer vision, AI, and analytics.",crunchbase,https://www.crunchbase.com/organization/deepblue-technology,2024-05-16,56,263.09523809523813,70.9,20,893,34,8,2,79,130,217.5,17.1,48,761,0,2,3,0,0,3,0,0,6,6,0,0,0,50,0,1,0,7,3,5,27,1,0,0,0,5,1,0,1,0,0,Shanghai,Shanghai,https://parat.eto.tech/company/67-deepblue-technology
Cloudwalk,58,China,https://www.cloudwalk.io/,GenAI Contenders,,Asia,Growth,Unknown,Next-Generation Payment Network,crunchbase,https://www.crunchbase.com/organization/cloudwalk,2024-05-16,6,-66.66666666666667,100.0,1,52,1,1,0,6,80,216.66666666666666,31.5,23,254,0,5,5,0,0,0,1,0,1,1,0,0,0,46,1,3,0,1,5,1,16,1,0,0,0,1,4,0,8,0,0,Guangzhou,Guangdong,https://parat.eto.tech/company/58-cloudwalk
Enflame,6919,China,http://www.enflame-tech.com/,,,Asia,Unknown,Unknown,"Enflame Technology focuses on cloud and edge computing products in the field of artificial intelligence, and is committed to building a computing power base for general artificial intelligence, providing original innovations, AI acceleration cards, system clusters, and software and hardware solutions with independent intellectual property rights. With its high computing power, high energy efficiency ratio innovative architecture and efficient and easy-to-use software platform, the products can be widely used in multiple industries and scenarios such as the pan-Internet, intelligent computing centers, smart cities, smart finance, scientific computing, and autonomous driving.",company,https://www.enflame-tech.com/aboutus,2024-05-20,9,25.0,52.9,0,43,1,0,0,17,67,257.14285714285717,30.2,40,222,0,0,0,0,0,0,0,1,0,0,0,0,0,51,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,Shanghai,,https://parat.eto.tech/company/6919-enflame
